Path1_x
0.0470047846889952	-0.730845295055822	1.93333333333333	0
0.157652312599681	-0.378309409888357	-0.839553429027113	1
-0.229614035087719	0.804082934609250	0.224880382775120	-1
0.248803827751196	-0.918022328548644	-0.0599681020733652	1
-0.253601275917065	0.948006379585327	0.0149920255183413	-1
0.253601275917065	-0.954003189792664	0	1
-0.248803827751196	0.948006379585327	-0.0149920255183413	-1
0.229614035087719	-0.918022328548644	0.0599681020733652	1
-0.157652312599681	0.804082934609250	-0.224880382775120	-1
-0.0470047846889952	-0.378309409888357	0.839553429027113	1

Path1_y
-1.06581410364015e-16	5.55111512312578e-16	0.399999999999999	0
1.77635683940025e-17	-8.88178419700125e-17	0.400000000000000	1
0	0	0.400000000000000	2
0	2.22044604925031e-17	0.400000000000000	3
0	-2.22044604925031e-17	0.400000000000000	4
-1.77635683940025e-17	8.88178419700125e-17	0.400000000000000	5
0	0	0.400000000000000	6
-1.77635683940025e-17	6.66133814775094e-17	0.400000000000000	7
0	2.22044604925031e-17	0.400000000000000	8
0	-2.22044604925031e-17	0.400000000000000	9

Path1_z
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1

Path2_x
0.00240843593519885	-0.0843263622974965	0.720000000000000	0.500000000000000
-0.00722530780559647	-0.0617472754050073	0.263519882179676	2
0.0264927952871870	-0.129484536082474	-0.334079528718704	2
-0.000441873343151696	0.118885419734904	-0.367201767304860	0.500000000000000
-0.0247253019145803	0.114742857142857	0.362886597938144	0.500000000000000
0.00103908100147276	-0.117056848306333	0.355655375552283	2
0.0205689779086892	-0.107315463917526	-0.345508100147275	2
0.0149890073637702	0.0855187039764359	-0.413622974963181	0.500000000000000

Path2_y
-0.0149890073637703	0.226040648011782	-0.560000000000000	0.500000000000000
-0.0205689779086892	0.0855187039764359	0.413622974963181	0.500000000000000
-0.00103908100147276	-0.107315463917526	0.345508100147275	2
0.0247253019145803	-0.117056848306333	-0.355655375552283	2
0.000441873343151696	0.114742857142857	-0.362886597938144	0.500000000000000
-0.0264927952871870	0.118885419734904	0.367201767304860	0.500000000000000
0.00722530780559647	-0.129484536082474	0.334079528718704	2
-0.00240843593519882	-0.0617472754050074	-0.263519882179676	2

Path2_z
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
